,id,vignette_name,generation_number,generation_time,response,reflection_score
487,100,Darya,1,7361,skip the concert,68
488,100,Darya,2,9643,go home to find the ticket,75
489,100,Darya,3,7763,give him her ticket,67
490,100,Darya,4,6892,try to buy another ticket,74
491,100,Darya,5,7047,help him sneak in,46
492,100,Mary,0,40299,tell the teacher what happened,92
493,100,Mary,1,22549,call home to tell her to bring the homework,97
494,100,Mary,2,11029,skip class,19
495,100,Mary,3,11782,redo assignment before class,73
496,100,Mary,4,12696,copy someone elses homework,13
497,100,Mary,5,9993,turn nothing in,34
498,100,Eamon,0,27668,stay away from the driver,100
499,100,Eamon,1,5372,call 911,83
500,100,Eamon,2,9598,take a different route,100
501,100,Eamon,3,10131,pull over,76
502,100,Eamon,4,6862,honk at the driver,27
503,100,Eamon,5,5390,pass the car,17
504,100,Eunice,0,15326,talk to the teen,81
505,100,Eunice,1,6569,ignore it,19
506,100,Eunice,2,7837,talk to the family about it,94
507,100,Eunice,3,14605,yell at the teen,36
508,100,Eunice,4,7501,watch closely,66
509,100,Eunice,5,9305,call 911,55
510,100,Josh,0,21508,call an uber,76
511,100,Josh,1,6650,call family,87
512,100,Josh,2,5701,cancel the trip,76
513,100,Josh,3,15952,call roadside assistance,92
514,100,Josh,4,6070,call a taxi,82
515,100,Josh,5,10376,run to the airport,24
516,100,Brian,0,22685,talk to his manager,84
517,100,Brian,1,9503,ask coworkers for help,81
518,100,Brian,2,5656,do nothing,15
519,100,Brian,3,7672,put his own money in,63
520,100,Brian,4,10671,lie about it,9
521,100,Brian,5,8040,confront coworkers,92
522,100,Heinz,0,14195,crowd fund the money,87
523,100,Heinz,1,6176,get a loan,73
524,100,Heinz,2,12563,get government assistance,91
525,100,Heinz,3,8884,ask family and friends,79
526,100,Heinz,4,9079,get another job,62
527,100,Heinz,5,27506,sell unneeded possessions,62
528,100,Liz,0,13305,renew her gym membership,91
529,100,Liz,1,15236,call from the front desk,88
530,100,Liz,2,14439,leave the gym,25
531,100,Liz,3,11994,borrow someone elses phone,34
532,100,Liz,4,6229,wait for her friend,75
533,100,Liz,5,13697,sneak in the gym,18
534,100,Brad,0,10790,call for help,87
535,100,Brad,1,11744,stay where they are,84
536,100,Brad,2,5610,hunt for food,89
537,100,Brad,3,5944,start a fire,85
538,100,Brad,4,13469,look for food,91
539,100,Brad,5,8422,make a shelter,91
540,11,Heinz,0,26892,sell items,96
541,11,Heinz,1,9073,dell items ,95
542,11,Heinz,2,15889,do gig work ,94
543,11,Heinz,3,30878,switch insurance ,57
544,11,Heinz,4,40463,donate blood,82
545,11,Heinz,5,7068,donate plasma,76
546,11,Brian,0,36441,put out a tip jar,75
547,11,Brian,1,18989,borrow from a friend ,50
548,11,Brian,2,20722,blame it on someone else ,5
549,11,Brian,3,32420,upsell items,68
550,11,Brian,4,5664,overcharge customers,4
551,11,Brian,5,18811,other,48
552,11,Brad,0,39111,eat plants,92
553,11,Brad,1,5414,find a water source,100
554,11,Brad,2,6449,make clothing,78
555,11,Brad,3,24071,find other hikers,79
556,11,Brad,4,49509,start fire for signal ,87
557,11,Brad,5,30561,cuddle for warmth ,74
558,11,Mary,0,51842,offer to make up homework ,89
